Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Gabon,GAB,1244.25479837555,1250.22674098647,1300.71046770379,1339.8713120692,1156.8221479208,1236.1877918348,1254.83150711394,1238.72507530635,1285.31845775562,1220.85197305872,1197.22963951936,1254.89923314968,1479.21121775342,1697.32331378466,1920.58324931027,2160.07202910505,2362.39854225285,2555.47187749351,2723.34347465329,2883.59567806808,3129.07877399732,2429.21582419931,2072.63834228163,2913.86357495112,2694.20745302049,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,"Gambia, The",GMB,64.6629904153756,..,..,..,..,..,..,..,..,..,..,..,..,..,72.1670908710635,69.9599220335536,71.6330127651286,81.1050780316224,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Georgia,GEO,2585.26322365681,2079.0525031535,1776.76782599774,1548.32338987192,968.724436919519,799.841424627747,834.024051923337,755.825921116123,716.23291223716,669.329201056867,703.721808300984,640.301237578073,639.419230542049,684.582168444451,707.986576155871,727.880733966112,781.24765645959,865.592807341047,780.719453473334,811.531979051069,824.543038190295,943.543902326697,993.739933288172,1048.34105681303,1180.27275264329,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Germany,DEU,4421.36453086788,4302.89117530285,4190.98422047326,4122.69573982757,4088.79812984419,4119.68894801371,4246.55319132624,4203.35736659763,4177.29412931179,4079.93334441166,4094.0603595302,4209.79608663882,4108.40129887204,4084.50334562012,4114.38992751247,4086.50340728713,4204.65468948158,3985.81195485319,4036.83078099396,3790.50115157318,3997.07942080976,3869.81622904859,3876.94810409338,3939.52956270835,3779.46192078536,3817.54941455461
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Ghana,GHA,358.148906298853,360.029188484765,362.265589903647,368.897665049437,373.311840336913,380.349260614326,383.382135062479,390.66267574628,402.835384740425,408.254116349789,325.556972882623,319.717822527875,310.103815590549,286.292934863252,279.103462278191,269.782149072169,280.168219793016,273.054552558171,266.119783184606,280.976412170979,298.912344051779,311.430333811124,329.158416982258,336.467921509166,331.827225152429,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Gibraltar,GIB,1974.02820187326,2607.67693473916,3182.00416088766,3233.65300784656,3737.74561219495,3655.09549700265,3687.99834317076,3770.64064200218,3903.59635355795,3992.85924858331,4113.94278727033,4141.73153597874,4138.6517973958,4171.064352634,4435.86005830904,4544.50766127818,4697.57907651794,4679.8639496375,4759.4088024077,5123.46193952033,5150.69227333631,4996.07283113174,5108.27438625691,5456.48818710673,5812.45366938473,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Greece,GRC,2102.67768529553,2094.6215026521,2129.89451643759,2090.7623645907,2138.25195316773,2147.13647870846,2206.10389487972,2282.13703465979,2389.79315254528,2390.08286610533,2506.6399477022,2578.11210543197,2597.7482892623,2666.45363728453,2711.46678988431,2753.05120068472,2742.62996079439,2734.75583458456,2745.49345851777,2649.66120066261,2482.11011603727,2407.76273606811,2403.23047211089,2128.01066937973,2123.89789112844,2182.07109345882
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Grenada,GRD,440.921375258224,..,..,..,..,..,..,..,..,..,..,..,..,..,709.172280947224,754.817936002905,771.921130626209,770.03517444624,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Guatemala,GTM,487.41071246056,487.88004148518,501.255598380353,487.016295905295,500.592576534328,517.205568386472,518.986248571929,530.395995240056,563.330697437991,604.311808299792,607.495529890565,605.505002920845,596.539803439682,606.747108052027,611.736235017081,602.385936307275,599.532971627894,631.567653287074,593.720684002874,668.796352049508,714.910222082715,750.609079011384,749.044543673626,800.652234272298,863.568934549633,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Guinea-Bissau,GNB,76.5278381889566,..,..,..,..,..,..,..,..,..,..,..,..,..,65.4743234066138,64.6873814994089,65.3319115173627,67.3022359219662,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Guyana,GUY,514.033706036117,..,..,..,..,..,..,..,..,..,..,..,..,..,642.317599904524,663.393923311662,669.933261248514,669.815693513773,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Haiti,HTI,221.723558263049,217.08779990324,221.095231595959,209.607852572329,188.948899809532,218.632235018826,246.420576663458,255.016669725751,250.712199131954,249.64091482965,237.517140633895,238.587313776721,263.780492680614,249.205627260086,252.870954895156,370.420806830629,375.305477868137,387.009485085718,385.843480280058,385.378880646202,381.591127516026,389.086385381849,397.257126914339,394.023348296788,393.674646943106,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Honduras,HND,480.207769333177,470.798500997629,477.334166177599,474.320834226233,478.676725007929,494.654243272131,482.633052410725,512.301224391092,534.588417540591,457.023915802519,454.933744862164,477.735639919478,484.338670840269,513.369579947087,539.917256091039,551.009956448498,523.114109509479,600.588869744553,582.812708504183,546.802113909413,548.731284873886,596.678376038877,593.070970828606,590.95113826517,597.929516417066,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,"Hong Kong SAR, China",HKG,1510.63388552897,1554.12273991655,1831.05473666063,1784.39349262837,1761.47811246976,1719.89782492162,1621.48721933028,1546.68161434978,2002.52380151902,2431.8825399228,2039.05416354089,2109.68038365876,1949.17275841106,2009.21836928745,1872.470258716,1844.49040098632,1932.9096848522,2058.5975160129,2006.29854264279,2107.36633776962,1946.64616611144,2087.21166355563,1994.71559838324,1943.8454359303,1970.48412753302,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Hungary,HUN,2774.4920275597,2642.9225711917,2423.17944795142,2481.44841194174,2406.68835208692,2503.0778011156,2572.97436059569,2527.30162598734,2502.20404672641,2490.71260352839,2448.14033846536,2512.67485022934,2520.1524657709,2580.20749584977,2579.29172092696,2731.03970282733,2713.25708419014,2658.03637311079,2636.64677330211,2478.10169965029,2568.94899141732,2500.32135857711,2365.55369652841,2271.94720512779,2314.49643377954,2432.75179142028
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Iceland,ISL,8907.79198354956,8054.3567225375,7755.39441577893,8249.53644895251,8293.41292604719,8255.76891441219,8847.78518198992,8584.10049865746,9036.65429652578,10038.3119247533,11091.5488700414,10589.466185677,10804.6417156193,10731.3286428273,10524.2507035888,10524.8774997135,12734.0066231706,14746.0313384644,16353.8312739829,16911.07978361,17023.1668244031,18157.598099143,17630.0714650968,18178.139014838,17916.1204205433,17478.8930368937
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,India,IND,350.075733861724,357.366760027901,363.078345587075,364.514501805071,371.225912949824,385.091856567221,389.426518014543,397.378184712413,399.498831163618,414.962491754653,417.287588584922,416.014444315137,421.270490059038,424.29434559754,439.703008433281,449.765855850775,466.138261080584,485.099628242327,501.559634925928,544.626598188165,561.653402684576,577.99406108219,599.154414162954,605.792141172954,636.570155596225,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Indonesia,IDN,543.775056927713,560.588413241506,574.565228278251,620.80252322261,611.795022358533,664.436919203393,678.317834045522,691.002286753079,666.370644691812,688.373389568809,735.9134206562,742.970699497817,760.167715725748,752.112892614706,791.090813187676,794.410000606745,802.354528572173,788.072628272552,793.100032946056,845.997211899965,877.075652839281,833.562028942305,853.208344569388,863.81762843345,883.918294134837,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,"Iran, Islamic Rep.",IRN,1229.97379795774,1332.47496828744,1376.35736216019,1458.48325969542,1596.02528536846,1647.24643124198,1567.16282804441,1730.50198117369,1739.32156644683,1947.82996774118,1874.67145296712,2008.65489368767,2051.7888469187,2094.26915791565,2256.46260292104,2475.08772891485,2557.76370013873,2676.59959368612,2837.1845859749,2800.51544030191,2769.46356726239,2791.10778868819,2869.33325348145,2889.109969395,3060.38704613121,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Iraq,IRQ,1150.65393972701,891.912326694731,1288.23070528542,1627.89177679762,1789.28479672292,1666.75302186107,1617.87652865387,1866.09202216425,1290.69556908002,967.352034447408,1104.9327409604,1199.02235525347,1107.08184957604,988.997367427611,991.917750652717,981.725956089015,908.575245433896,909.175290191252,968.350699678634,1137.03440446024,1261.22050532218,1335.73839799774,1438.17560928405,1488.56176891491,1437.9005421692,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Ireland,IRL,2820.41016808889,2827.84449817287,2775.21800344534,2813.7104646445,2941.61324158461,2951.91309342806,3122.33560869936,3255.49845121525,3417.56852702187,3544.38761623166,3626.74716057663,3713.51386863164,3661.32224061006,3515.09450344437,3558.0859413964,3503.64286377074,3424.16085207967,3416.03094562283,3293.88463505425,3149.5651406995,3152.00360514061,2865.37473985193,2853.0648654983,2814.9826896226,2741.5748839566,2819.87585169324
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Israel,ISR,2460.46545064378,2324.53930086886,2580.9693538942,2634.6740163467,2738.39970364882,2796.2515779982,2801.2083626142,2881.12834132968,2885.72651147211,2737.73665306122,2899.42661790428,2973.04270849511,2862.79573820396,2949.30041705906,2821.99691584667,2661.44918543744,2882.39902462537,2898.15336833749,3129.12776379159,2873.87610879555,3042.43402067265,2980.17615699606,3067.74249415334,2870.0987654321,2762.50593376097,2777.87532368349
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Italy,ITA,2583.88807748482,2645.67323732766,2627.34000777188,2611.99043754026,2578.46597846012,2799.37576154289,2796.15473585155,2834.4029460732,2912.94736525428,2957.31148591361,3012.19499987601,3020.62119454278,3037.2669647055,3168.52902114021,3169.93264162306,3214.67412061146,3175.79987086883,3149.57655346296,3087.5663310273,2869.92071205584,2930.58852412547,2828.40489139601,2709.29772810307,2579.47254262663,2414.48400158318,2481.75464546017
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Jamaica,JAM,1150.71535836516,1145.83611756324,1195.48168281087,1187.69241171852,1199.07789543663,1263.81817026488,1318.95575652193,1305.95499234495,1344.27969471875,1369.31258130988,1436.42994069765,1430.14436748468,1324.65997857285,1371.58457642676,1379.41479221215,1355.28209275683,1510.60173750648,1511.58774190122,1265.62255111299,1080.15417207799,951.410801078827,1009.34913792951,974.46318467967,1006.69847822916,976.858485998575,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Japan,JPN,3551.16177339582,3575.24609226846,3649.94432056927,3664.56835774395,3850.96244428262,3935.99475442247,4008.4762359153,4041.16767018095,3955.62762658228,4011.22477908253,4083.83169745276,4008.26803199396,3991.97756679352,3953.18450805681,4078.21054155807,4062.97904878182,4053.88343735824,4012.65424488871,3858.43452050944,3678.51113263099,3893.26660420083,3610.81216900174,3537.3631698125,3567.62935383891,3470.76312894811,3428.55721600428
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Jordan,JOR,918.132920533163,899.878101186652,955.751756303687,896.300298341923,915.436815914532,937.38574189616,932.502671749435,929.916855400418,943.037737852639,923.698497663443,949.865817288574,923.305303702886,951.547398348023,952.021980003791,1114.30414153933,1157.95866370313,1143.88003751957,1152.46112084511,1078.16620447746,1081.9233570183,978.203656277271,922.06592840446,970.20914432956,906.927475406142,916.992832662691,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Kazakhstan,KAZ,4492.85307071201,4555.89751071396,4796.14425246645,4018.46939750903,3612.1380667614,3303.26766705282,2911.34437042645,2575.67059959359,2610.07862626316,2406.24892403258,2397.20233496864,2324.54766970862,2674.25567408944,2891.09302839396,3383.07445188282,3358.97112232372,4012.78507486633,4267.99306027722,4457.16811279826,3944.28826715414,4234.8510636525,4670.8212336131,4398.94440769103,4786.59303632697,4434.63912123152,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Kenya,KEN,451.511405112816,445.035567064816,442.239418199691,439.219969715585,430.63985461056,437.930076804137,440.892131856607,433.613199010772,437.403423045605,434.808503761099,437.965932079084,431.98153197808,426.016478736103,423.714081744343,433.506426820775,436.927095627168,443.165485817391,440.46514627267,443.54016956331,456.949612378842,464.413491707818,461.465825264785,454.836355616314,468.637588285859,505.997400726994,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Kiribati,KIR,98.241091160221,..,..,..,..,..,..,..,..,..,..,..,..,..,88.3987668372026,86.6504197129705,105.996205335849,113.957752753116,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,"Korea, Dem. People’s Rep.",PRK,1637.1138617184,1538.33447764706,1323.61122706521,1198.58191312882,1080.20481247968,1005.61057187993,874.164252523737,824.476376306583,762.509665877777,809.83215260668,859.908042518069,880.537224343772,838.303622625603,850.755950130203,863.67392779196,892.557895868114,895.854202293557,756.811125166098,829.730735427214,815.389346333425,770.130078672569,567.345866811546,574.789364068919,435.155493991605,475.348347289893,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,"Korea, Rep.",KOR,2167.33960770932,2306.64347206365,2534.34102827464,2814.18823120312,2958.40772966166,3210.13203581905,3454.85485115206,3726.15776616316,3377.63507431097,3708.70521294343,4002.67128368549,4033.31896845449,4170.47614661985,4233.4873245883,4332.6677414717,4364.21909084115,4412.52711800821,4564.98783020283,4629.77792060244,4649.76574209758,5045.48774882698,5216.58780873474,5248.51989108414,5231.6754603358,5289.27583193211,5413.34785665856
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,908.608823529412,1117.87292626064,1112.34733979122,1170.28928079574,1176.06425354125,1140.68695845889,1143.45846786575,1179.56864066311,1267.74210347703,1381.95738341866,1405.04088574518,1411.47292015634,1310.4001646832,1296.69597721159,1219.32665515942,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Kuwait,KWT,4347.35203384265,1325.06636157409,..,..,..,9211.01363035455,8941.89839672448,8592.11544938302,9168.64387295419,9232.42961289913,9151.98058992051,9497.43353482795,9612.83006012643,10131.4468830408,10619.6623300607,11576.827219476,10811.57758949,10489.039819586,10810.8105055367,11134.2424527081,10721.4851912708,10221.1763666092,11105.9777780631,9906.51705887291,9178.88554707323,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Kyrgyz Republic,KGZ,1704.81462925852,1520.61452639125,1102.74726491562,856.894414063365,618.866691767624,522.797342338391,595.712773312592,552.179754705732,578.914866848396,498.408189405834,473.37926669933,435.876119795353,485.288636864568,511.252354609085,497.868630869591,498.542788517414,485.418902345547,560.618214258598,593.94645308064,535.816878123084,505.402265092972,600.285242809995,737.22642317021,690.317679558011,650.40150801131,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Latvia,LVA,2949.28413747474,2791.67473093635,2335.40919345548,2058.6496260665,1893.9633647553,1849.58528097556,1839.98352611201,1821.35198579773,1796.18085998492,1663.91505980802,1618.46001140419,1759.16086549117,1763.25755690158,1889.95412934258,1961.10461565925,2022.56433025028,2113.71073276303,2179.81389112972,2106.36368897205,2055.82468626104,2148.65355139675,2066.63756870509,2170.58583240878,2156.16200953272,2176.84330583785,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Lebanon,LBN,697.061837059996,827.712302332952,796.643642080379,1081.40164614682,1130.10330682323,1249.66811964698,1287.75585660813,1435.23768704776,1396.89158309688,1440.35700201133,1276.9548488099,1318.10089749414,1249.80530605267,1192.35229441422,1157.04872741979,1073.10392118096,1007.2432329997,886.260987249924,1139.76688344655,1381.33099634201,1287.77457010927,1219.91725651308,1294.73711388043,1195.57601408442,1196.60561988116,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.9585431269131,16.5321219128767,9.54803137181592,9.56252937961329,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Libya,LBY,2517.10193769594,2493.10314019368,2423.68667468665,2460.43002372384,2721.06696876851,2826.19516900872,2950.02612103521,2950.80936778711,2941.33482656568,2858.89169029285,2954.08286581418,2995.86533628451,3066.17539511659,3104.51473851211,3141.43751639623,3065.04502627697,3052.42495505253,2796.45517070316,2937.63001861111,3146.18476344249,3353.52777329132,2190.81034644756,2744.01495446049,3071.8188634538,2808.64823640604,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Lithuania,LTU,4344.1727301196,4601.70015447605,2978.4112057088,2472.21741736099,2220.42036080614,2401.12016691733,2610.04194509516,2490.34764262181,2633.26187385736,2259.65641367013,2037.61955870721,2384.74273211675,2574.35333091107,2709.24975982464,2779.19590177891,2662.80073486213,2666.01333553931,2927.24122286613,2975.91199635048,2770.8323584945,2275.76016649436,2412.48070169066,2468.99881617512,2356.64500222978,2387.27519440779,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Luxembourg,LUX,8874.10501505827,9353.42118863049,9262.08197870848,9266.94257500472,8823.25246633989,7705.40715815234,7711.17870722433,7409.85099535105,7066.88485990111,7266.97253034439,7676.83703873481,7982.8503482249,8204.72684484788,8549.50291167549,9387.43710365754,9428.81128562768,9170.532565161,8773.89670266025,8612.2337051059,7951.72394396755,8329.47827510637,8056.404300594,7722.19020390021,7312.15400471142,6861.10666721791,6548.40555894973
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Malaysia,MYS,1210.96722852092,1454.52681615494,1562.95835697915,1648.27278028348,1599.37609811037,1687.35118747641,1820.05587408998,2064.7109583624,1913.69935066585,1891.80076975291,2107.8142748871,2145.96413304096,2172.43632590039,2281.31644674994,2405.48220030192,2558.49563095249,2522.33090492731,2708.46867015689,2777.6636192546,2591.7599902506,2601.44940971606,2670.65206028909,2678.53385554964,2979.64862720229,3003.45577138632,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Maldives,MDV,228.075802794433,..,..,..,..,..,..,..,..,..,..,..,..,..,803.174144217949,703.987384546069,879.424221419476,892.087275374513,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Mali,MLI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Malta,MLT,1961.64271395093,1846.50057029779,1807.05786985403,2289.02151313734,2056.34250007337,1879.09458718295,1836.66969373922,2047.42274504886,1792.82716520412,1943.42558143135,1731.70856757595,2001.33578269233,1851.91264972763,2071.49846204796,2066.58392894524,2181.14373727819,2055.68604616736,2156.55579705156,2043.52690294324,1887.20340770516,2012.31580572631,1993.32881701212,2090.39397373508,1803.21010782525,1781.50442518605,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,532.344518687128,524.810887111369,537.952552584862,570.908636777221,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Mauritius,MUS,629.38206890038,634.421723197784,657.786822888474,678.841488863414,657.623786220196,697.003983226083,702.234399415871,712.57197696737,750.443158129679,775.374446827827,851.221655560452,886.76379497562,873.195801833108,909.063187650923,919.797903854454,945.723767233813,1006.50164182056,1007.57484087994,1027.17420572436,999.486944747958,1053.45249520154,1053.50988977998,1067.78025324035,1094.72586964,1111.42216801197,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Mexico,MEX,1473.38866269607,1518.48924105626,1503.67808776829,1502.2156392115,1509.93925001442,1437.64695973966,1445.93366806144,1498.0019765566,1516.61070800328,1537.52248349774,1516.6358551927,1548.31613898214,1534.72185084022,1603.9374852907,1599.16124712209,1685.09967383393,1698.5853580926,1662.6025957085,1621.26497890349,1599.51669641296,1531.75694104815,1587.07200237645,1634.69743184251,1616.61360402274,1561.87345835401,1537.2613237258
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Moldova,MDA,3331.81671060258,2772.8963950203,2299.51060249301,2050.6226804623,1717.03993924994,1598.09904593255,1376.2379934028,1318.5703813016,1217.71922058085,1063.44771796767,986.028374882815,1046.21164026968,1063.59998130908,1157.72106452769,1166.35666513652,1210.89009390567,1198.0083990285,1168.38662100229,1166.28660610803,1109.1739615256,1225.68405867299,1207.07572784844,1194.45538280331,1073.85685481332,1155.61245384063,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Mongolia,MNG,1560.47973005455,1720.3195611017,1488.64472619729,1380.20118540853,1184.48624170624,1172.6529795215,979.818421043544,951.835268913327,951.316062052992,944.367641953098,999.653794206934,997.998419565645,1058.26533364494,1022.93781255544,1041.69619262367,1185.68181746215,1331.88385747381,1376.43437092782,1361.67663032534,1392.46113016849,1449.47159744343,1557.01781933191,1689.61542451072,1825.00992438039,1828.10325334988,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1745.97443106432,1913.55635949758,1927.97889182058,2067.96775850975,1646.31227215532,1898.28842093028,1815.52995666681,1711.79711279872,1580.41844344961,1538.26409996623,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Morocco,MAR,307.104088277954,316.9410512991,329.82840378313,336.476608497361,354.526238957936,345.923965288904,358.388360745914,364.485259022739,366.772199214363,385.223683751361,382.683261836739,401.040467508265,403.08513039383,396.891684499057,465.668415970745,487.403761828587,490.037277773642,499.592394003107,512.607885432677,509.960588600607,528.103904015748,561.424507768781,561.475581207788,555.937557030194,555.137879245318,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Mozambique,MOZ,455.986513585742,442.256066011846,432.387336492298,423.525493728805,411.461884521645,405.877537881817,401.088766839916,402.01960300132,395.94844732787,393.682903480291,404.963107627984,414.153626671397,407.437105481169,417.075179374169,420.614908115054,414.20835686673,414.716858688119,420.693769241403,417.238612218851,420.96554182167,423.267563827222,428.347475700969,424.509127105045,427.668307530401,442.665215155213,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Myanmar,MMR,258.361185100379,250.690274863114,255.350966721039,250.418990421124,263.169129926755,268.983671163861,266.158736868987,268.280797978415,272.030149599156,269.609844742252,274.878193248711,265.742024583527,271.970535680651,292.247079694569,305.691274306549,304.312627737686,306.423372321685,315.878941526829,302.63789994729,284.890675524818,277.092595617723,280.915321378258,304.524311789438,320.368963850909,369.332267575747,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Namibia,NAM,..,470.464403666245,487.310129878349,511.733964546354,538.746794553662,576.916390486926,606.537419636427,607.370768042063,621.444192467368,608.004381302587,568.221040014577,662.959676959453,604.506128198246,620.755386705564,641.090921480596,683.903586611086,673.649139128816,681.093677891109,712.284072479414,712.004647667229,726.082343735399,736.479929299425,749.941679910187,777.608786170646,794.298922773079,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Nepal,NPL,306.21643102597,307.988651054876,307.061377287555,306.683634313853,309.247739545791,311.071557004053,311.135286572165,314.163546017173,315.711420688534,326.677999166651,338.652426725411,343.966178156862,342.456229724731,347.156071766564,347.469903235898,354.701780962924,350.293111596473,352.810477488916,361.264153298121,368.950028335187,377.985557585673,390.824348572896,374.297578846457,417.28739969595,434.449293836093,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Netherlands,NLD,4394.54208972873,4603.73317545464,4502.54008023885,4510.5821521104,4511.79496267204,4780.41259573869,5014.98883036462,4835.74194540266,4842.44393768492,4730.22968250619,4739.06592522326,4839.46553011371,4873.26162620444,5020.38193187406,5085.8857008193,4989.46792952002,4925.11241671638,4908.89826059524,4848.01368974655,4722.10603889032,5025.32091625393,4636.70190403517,4646.25524068631,4600.18297553883,4325.52371158081,4233.04385740124
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
